index,type,author,content,ip,time,sentiment,stock_target
1535,2235,PUSH,overkiller,這一波真的好猛 完全沒有回檔,,06/07 11:09,positive,Market
1536,2236,ARROW,appledick,期貨明明就硬爆 現貨價格當參考就行了,,06/07 11:09,negative,Market
1537,2237,ARROW,ptrpan,毅嘉出貨~,,06/07 11:09,neutral,null
1538,2238,PUSH,twinbaga,緯創跌破五日線，應該差不多了，連討論度都大降,,06/07 11:09,negative,緯創
1539,2239,ARROW,pttstock,緯創都沒券 連嘎空都沒力 很慘 :),,06/07 11:09,negative,緯創
1540,2240,PUSH,loveponpon,世新？,,06/07 11:09,neutral,世新
1541,2241,ARROW,hidezou1,推文與我是兩個世界QQ,,06/07 11:09,negative,null
1542,2242,PUSH,inconspicous,大家最愛的拉積盤來囉,,06/07 11:09,positive,拉積盤
1543,2243,ARROW,f204137,它的狀況就像去年1元泥 FVPL獲利今年明顯回灌,,06/07 11:09,positive,1元泥
1544,2244,ARROW,tinybunny,為何外資一直進貨股價不會動?沒人要嗎?,,06/07 11:10,neutral,null
1545,2245,PUSH,fhscyt,感謝fj和yu大大開示~,,06/07 11:10,neutral,null
1546,2246,BOO,tu1031,台股世界強 漲多跌少黑手賺飽飽,,06/07 11:10,positive,台股
1547,2247,PUSH,lkm1525,崩到懷疑人生,,06/07 11:10,negative,null
1548,2248,PUSH,ben192726,怎麼上面有使用大學堂的朋友,,06/07 11:10,neutral,null
1549,2249,PUSH,a0921387223,2393慢慢拉 舒舒服服,,06/07 11:11,positive,2393
1550,2250,ARROW,pttstock,王榮旭老輸快滾拉 廢話一堆 我在等+~老輸上線!!,,06/07 11:11,negative,null
1551,2251,ARROW,WEYNI,賠錢的不需要太難過吧 債蛙陪你…,,06/07 11:11,neutral,null
1552,2252,ARROW,blue1204,資服最近好卡 沒人要炒了喔,,06/07 11:11,negative,null
1553,2253,BOO,geniustu,軒郁五月年增月增，成績那麼好，今天崩6趴?,,06/07 11:11,negative,null
1554,2254,PUSH,chobit618,今天把剩下的140股緯創 70塊賣了,,06/07 11:11,negative,緯創
1555,2255,PUSH,f204137,股市今年強成這樣 金融業是直接受惠 等成績公布而已,,06/07 11:11,positive,Market
1556,2256,PUSH,rayccccc,鍋貼AAAAAAAAA,,06/07 11:11,neutral,null
1557,2257,ARROW,appledick,是多少人放空緯創啦 跌一些而已一直叫 叫屁啊,,06/07 11:11,negative,緯創
1558,2258,ARROW,pttstock,輝達大股東都在出 懂得就懂 :),,06/07 11:11,neutral,輝達 (Nvidia)
1559,2259,PUSH,LOLIYI,可以買滑墊了!!!AAAA了,,06/07 11:12,positive,null
1560,2260,PUSH,tigerzz3,台達電太猛,,06/07 11:12,positive,台達電
1561,2261,PUSH,narf,剛剛也出清緯創了,,06/07 11:12,neutral,緯創
1562,2262,PUSH,ak007,一直進貨股價不動 說不定是買籌碼來殺的www,,06/07 11:12,negative,
1563,2263,ARROW,ptrpan,出貨的不少~~~,,06/07 11:12,negative,
1564,2264,PUSH,arcticocean,長榮有撐欸，不錯喔,,06/07 11:12,positive,長榮航空股票代號：2603
1565,2265,ARROW,scum5566,中興電 華城沒漲 可憐哪,,06/07 11:13,negative,中興電
1566,2266,BOO,ck326,拉G掩護出貨，老招了,,06/07 11:13,negative,null
1567,2267,PUSH,qoo60218,紅雞有種把32.5撞破，嘎爛聾鴿,,06/07 11:13,neutral,null
1568,2268,ARROW,pttstock,王榮旭老輸你快下線拉 吵死了:(,,06/07 11:13,negative,null
1569,2269,PUSH,YU1225,金融股下半年保守保守還有20-25%肉起,,06/07 11:13,positive,金融股
1570,2270,PUSH,bleach06bb,設備噴爆萬潤何時回100,,06/07 11:13,neutral,萬潤
1571,2271,ARROW,bearss,緯創現在從容走出場總比等人踩人時被抬出去好,,06/07 11:13,positive,緯創
1572,2272,ARROW,arcticocean,長榮主力繼續吃,,06/07 11:13,positive,長榮航空股票代號：2603
1573,2273,PUSH,BIGBIGFISH,期待元大自營砸了這麼多錢到底賺了多少,,06/07 11:13,neutral,元大自營
1574,2274,PUSH,loveponpon,我的肉鬆變這麼強 真不習慣,,06/07 11:13,neutral,null
1575,2275,ARROW,kilik0960,聯詠有壓 加油呀,,06/07 11:13,positive,聯詠
1576,2276,PUSH,night0805,忽見都不忽見了,,06/07 11:13,neutral,null
1577,2277,PUSH,house911,肉鬆好猛 趕進度?,,06/07 11:14,neutral,null
1578,2278,ARROW,ptrpan,今天應該就控在這~不會169了,,06/07 11:14,negative,null
1579,2279,PUSH,a0808996,今天沒人賠錢ㄅ???,,06/07 11:14,neutral,null
1580,2280,PUSH,marshmallowH,快逃,,06/07 11:14,negative,null
1581,2281,PUSH,peehs,肉鬆香?,,06/07 11:14,neutral,null
1582,2282,PUSH,jenny416413,航空怎麼,,06/07 11:14,neutral,null
1583,2283,ARROW,blue1204,肉鬆想蓋山頭了嗎,,06/07 11:14,neutral,null
1584,2284,PUSH,nigatsuki,緯創感覺能走的就走喔,,06/07 11:14,neutral,緯創
1585,2285,ARROW,BIGBIGFISH,暗黑概念股黑松也想要挑戰前高嗎,,06/07 11:15,positive,黑松
1586,2286,PUSH,j198811,台達,,06/07 11:15,neutral,台達
1587,2287,PUSH,loveponpon,肉鬆存股存多年了 反觀同樣存的鴻海,,06/07 11:15,negative,鴻海
1588,2288,PUSH,TP62842UL3,緯創拉回就是找埋點 上看100 下一隻長榮,,06/07 11:15,neutral,緯創科技(3231)、長榮航空(2603)
1589,2289,PUSH,joe2,開始嚇甩磨,,06/07 11:15,negative,null
1590,2290,PUSH,pttstock,不要害人買緯創 除非你是哲哲 :),,06/07 11:16,negative,緯創
1591,2291,ARROW,loveponpon,世新猛猛,,06/07 11:16,neutral,null
1592,2292,PUSH,kobebird,寬宏沒注意竟然燈了 放到忘記,,06/07 11:16,neutral,null
1593,2293,PUSH,ethan0419,黑手撐的好穩,,06/07 11:16,positive,null
1594,2294,ARROW,piece1,3231是一堆人搶著送錢給小兒讓他拉大盤?,,06/07 11:16,neutral,3231
1595,2295,ARROW,pttstock,越來越多人進來跳舞 很棒 :),,06/07 11:16,positive,null
1596,2296,ARROW,WEYNI,我買什麼跌什麼 基本都有跌5-10% 有人需要幫忙嗎,,06/07 11:16,negative,null
1597,2297,ARROW,pttstock,維尼大 幫忙買一下 GG,,06/07 11:17,neutral,GG
1598,2298,PUSH,OGC789456123,哇展基當初被抬去割的快解套了,,06/07 11:17,positive,展基股份
1599,2299,PUSH,hoholly,想問問大家在哪邊觀察大戶進出?元大投資先生只能看,,06/07 11:17,neutral,null
1600,2300,ARROW,bearss,緯創魚身、魚尾都吃了  現在進去是要吞魚骨嗎,,06/07 11:17,negative,緯創
1601,2301,PUSH,jubihu,材料在跌甚麼啦,,06/07 11:17,negative,null
1602,2302,ARROW,ethan0419,可以幫忙買大台嗎?,,06/07 11:17,neutral,null
1603,2303,BOO,Crushredkiss,維尼不可能啦 你買正2都不會跌,,06/07 11:17,positive,null
1604,2304,PUSH,arcticocean,各產業輪動輪漲，該輪到低基期的貨櫃了,,06/07 11:17,positive,貨櫃
1605,2305,PUSH,f204137,明明是空蛙被咬得很緊... 緯創空單 測水溫有感,,06/07 11:17,negative,緯創
1606,2306,PUSH,peace1way,剛才鄉民還在high，我就說緯創要上也沒這麼簡單吧…,,06/07 11:17,negative,緯創
1607,2307,PUSH,kis28519,中國5月美元計價出口年率-7.5%，預期-1.8%，前期8.5,,06/07 11:17,negative,Market
1608,2308,PUSH,betrayalme,貨櫃好可黏哦,,06/07 11:17,neutral,null
1609,2309,PUSH,frank0810,1568在修理追高仔嗎,,06/07 11:17,neutral,1568
1610,2310,PUSH,agvnol,好樂迪要噴去哪,,06/07 11:17,neutral,null
1611,2311,PUSH,ak007,那幫忙買個台勝科 試水 我真的想知道它在搞哪招XD,,06/07 11:17,positive,台勝科
1612,2312,ARROW,Crushredkiss,你現在買正2都能賺錢,,06/07 11:18,positive,null
1613,2313,ARROW,ak007,,,06/07 11:18,neutral,null
1614,2314,ARROW,WEYNI,我第一筆債正二買11.55 你看看烙賽多少QQ,,06/07 11:18,neutral,null
1615,2315,ARROW,ichitakajoe,材料就走ABF的路 送分題,,06/07 11:18,neutral,ABF
1616,2316,PUSH,night0805,99景碩,,06/07 11:18,neutral,99景碩
1617,2317,ARROW,hoholly,三個月，yahoo股市能看一年，有那個網站或APP可以觀,,06/07 11:18,neutral,yahoo股市
1618,2318,ARROW,arcticocean,至少貨櫃就等，不用擔心追高套,,06/07 11:18,positive,null
1619,2319,PUSH,loveponpon,https://i.imgur.com/ibXRLNU.jpg,,06/07 11:18,neutral,null
1620,2320,ARROW,WEYNI,慢慢攤下來還11.43,,06/07 11:18,neutral,null
1621,2321,ARROW,ptrpan,倒底緯創這個成交量在成交什麼的~,,06/07 11:18,neutral,緯創
1622,2322,PUSH,tree1992,6187到底要不要鎖回去，在那邊掙扎,,06/07 11:18,neutral,6187
1623,2323,PUSH,pearlQQ,正2還能追？？,,06/07 11:18,neutral,null
1624,2324,ARROW,hoholly,察長時間的大戶走向啊?,,06/07 11:18,neutral,null
1625,2325,PUSH,pttstock,緯創很怪 就是嘎不了空軍 :),,06/07 11:18,neutral,緯創
1626,2326,PUSH,O10lOl01O,緯創真的癱軟欸...還好70.2有清掉,,06/07 11:19,negative,緯創(Wistron NeWeb Corp.)
1627,2327,ARROW,blue1204,華碩真低爛,,06/07 11:19,negative,華碩
1628,2328,PUSH,otsuka123,龍哥其實很強 說集中火力 用詞很精妙,,06/07 11:19,positive,null
1629,2329,ARROW,peace1way,緯創見綠就買，沖多的目前全套當中…,,06/07 11:19,positive,緯創(Wistron)
1630,2330,PUSH,momo5426mo,ABF跌倒，台股吃到飽,,06/07 11:19,negative,ABF
1631,2331,PUSH,chalon,幃翔要起飛沒,,06/07 11:19,neutral,幃翔
1632,2332,ARROW,WEYNI,買一張 聯亞買107.5 結果隔天跌7%…QQ,,06/07 11:19,negative,聯亞(股票代號)
1633,2333,ARROW,chalon,5536....好慘 QQ 被出貨,,06/07 11:19,negative,5536
1634,2334,ARROW,pttstock,龍哥 最強 運通都畢不了業 :),,06/07 11:19,positive,運通股份有限公司
1635,2335,ARROW,bearss,緯創今天這盤應該是在狙擊當沖的.....,,06/07 11:20,negative,緯創
1636,2336,ARROW,soome,緯創殺不下來，應該是在甩轎,,06/07 11:20,negative,緯創
1637,2337,ARROW,ak007,不要玩我的石頭www  不要動才是好存股XD,,06/07 11:20,neutral,null
1638,2338,PUSH,ajkofqq,龍哥火力在哪支  反一嗎,,06/07 11:20,neutral,null
1639,2339,ARROW,fakelie,洽龍 995Q_Q,,06/07 11:20,neutral,洽龍 995Q_Q
1640,2340,ARROW,Crushredkiss,正2我129追 130追都賺,,06/07 11:20,positive,null
1641,2341,ARROW,pttstock,王榮旭老輸也太扯 你時間也太多了 廢話一堆 快滾拉!,,06/07 11:20,negative,null
1642,2342,PUSH,YU1225,當兵注意.準時吃飯!,,06/07 11:20,neutral,null
1643,2343,ARROW,WEYNI,所以我現在都先買一張 等自爆技能發動 再進場,,06/07 11:20,neutral,null
1644,2344,PUSH,qoo60218,聾鴿還敢空紅雞啊！！！！,,06/07 11:20,negative,null
1645,2345,PUSH,O10lOl01O,緯創新低 還不快買起來?,,06/07 11:21,negative,緯創
1646,2346,PUSH,loveponpon,買不回來的正二 嗚嗚,,06/07 11:21,negative,null
1647,2347,PUSH,pipi2,ABF大盤反一,,06/07 11:21,neutral,Market
1648,2348,PUSH,chalon,fakelie買啥呢?,,06/07 11:21,neutral,null
1649,2349,ARROW,bearss,緯創別急 尾盤要多低有多低....,,06/07 11:21,negative,緯創
1650,2350,ARROW,WEYNI,早上買了一張中工 跟中華化 就技能發動了..QQ,,06/07 11:21,neutral,中工、中華化
1651,2351,PUSH,frank0810,五月花？？？,,06/07 11:21,neutral,null
1652,2352,ARROW,Crushredkiss,只買一張不會跌啦 維尼你現在一半資金買正二都賺,,06/07 11:21,positive,null
1653,2353,PUSH,asq176,阿亞又來了,,06/07 11:22,neutral,null
1654,2354,PUSH,whlinton297,電視分析師真的笑死 一堆漲停板的盤都怕沒得講,,06/07 11:22,negative,Market
1655,2355,ARROW,chalon,3042 慢慢牛 慢慢扭 上一百 好噗好,,06/07 11:22,positive,3042
1656,2356,PUSH,jenny416413,緯創應該還不用賣,,06/07 11:22,positive,緯創
1657,2357,PUSH,jubihu,緯創71樓 等待各位搭救 878給點力,,06/07 11:22,neutral,緯創
1658,2358,ARROW,WEYNI,你看工兵 化學兵 是不是下來了QQ,,06/07 11:22,neutral,null
1659,2359,PUSH,masalovelove,眼鏡行給人上車的機會嗎,,06/07 11:22,neutral,null
1660,2360,ARROW,snow201lee,說緯創綠就買 怎麼我還賠錢,,06/07 11:22,negative,緯創綠
1661,2361,PUSH,kmark1120,正2不敢追的 不會買0050喔 上週買的今天也賺啊,,06/07 11:22,positive,0050
1662,2362,ARROW,xperiaxa,拜託不要在吹正2 啊啊啊日嘻嘻嘻,,06/07 11:23,neutral,null
1663,2363,PUSH,max220,五月花XD,,06/07 11:23,neutral,五月花XD
1664,2364,ARROW,bearss,見綠就買? 還是買到見綠....,,06/07 11:23,neutral,null
1665,2365,PUSH,otsuka123,美股AI才是漲真的 回檔買緯x作啥..買最頂的,,06/07 11:23,negative,緯X
1666,2366,PUSH,androider,cowos噴爛,,06/07 11:23,negative,null
1667,2367,PUSH,winddrinks,南電營收太爛了,,06/07 11:23,negative,南電
1668,2368,ARROW,WEYNI,買不到見綠 就自己買讓他變綠…QQ,,06/07 11:23,negative,null
1669,2369,ARROW,androider,辛耘 弘塑,,06/07 11:23,neutral,null
1670,2370,PUSH,abc0922001,禮拜一我朋友才買006208 72.95，現在都73.80了,,06/07 11:24,positive,006208
1671,2371,PUSH,f204137,美國AI大頭CEO還來台灣巡田水 當然是有關連...,,06/07 11:24,neutral,null
1672,2372,PUSH,LOLIYI,必應跟寬宏一起飛xd,,06/07 11:24,neutral,null
1673,2373,ARROW,snow201lee,第一天買緯創就被套 真的韭,,06/07 11:24,negative,緯創
1674,2374,ARROW,TP62842UL3,散戶etf 趕快來買緯創 綠買紅賣賺錢好簡單,,06/07 11:24,positive,緯創
1675,2375,PUSH,pttstock,緯創怎麼了!,,06/07 11:24,negative,緯創
1676,2376,ARROW,ptrpan,看樣子緯創要發動了~,,06/07 11:24,positive,緯創
1677,2377,PUSH,richardc277,救救萬潤,,06/07 11:24,negative,萬潤
1678,2378,ARROW,blue1204,緯創要趕進度惹 怕,,06/07 11:24,negative,緯創
1679,2379,ARROW,jalai,緯創不是爆量了嗎? 怎麼有人會去買?,,06/07 11:24,negative,緯創
1680,2380,ARROW,otsuka123,炒一波到頂不知要整理多久 龍哥難怪說台股AI是泡沫,,06/07 11:24,negative,Market
1681,2381,ARROW,O10lOl01O,緯創跳水?,,06/07 11:24,negative,緯創
1682,2382,ARROW,otsuka123,..,,06/07 11:24,neutral,null
1683,2383,PUSH,peace1way,我先說我剛才是沖空70.5的緯創，所以今天看衰啦…,,06/07 11:24,negative,緯創
1684,2384,PUSH,tigerzz3,有發動了 向下,,06/07 11:24,negative,null
1685,2385,PUSH,fishead1116,緯創買高點別怕啦 大型股很少一次崩的,,06/07 11:24,positive,緯創
1686,2386,ARROW,fdkevin,緯創見綠就買的記得買,,06/07 11:25,positive,緯創(Wistron)
1687,2387,ARROW,pttstock,0.0 今天東森怎麼沒+~老輸!!!!!!!!!!!!!!!!!!!!,,06/07 11:25,negative,null
1688,2388,PUSH,winxp999,阿姨快搖啊～～～,,06/07 11:25,neutral,null
1689,2389,ARROW,bearss,緯創成本29...70出清....看戲中  XDD,,06/07 11:25,negative,緯創(Wistron NeWeb Corp.)
1690,2390,ARROW,jalai,緯創先破68,,06/07 11:25,positive,緯創
1691,2391,ARROW,pttstock,+~老輸通告被取消了嗎?!!!,,06/07 11:25,negative,null
1692,2392,ARROW,leoyuan,阿姨的股票果然都脫離基本面的,,06/07 11:25,negative,null
1693,2393,ARROW,O10lOl01O,乾 我今天收工了欸 緯創摔到我都想再進場了,,06/07 11:25,negative,緯創
1694,2394,BOO,call5566me,噴一下啊QQQQQ,,06/07 11:25,neutral,null
1695,2395,PUSH,lepidoptera,緯創終於死去…,,06/07 11:25,negative,緯創
1696,2396,PUSH,ZXCWS,星雲大師太猛 直接漲停鎖,,06/07 11:25,positive,null
1697,2397,PUSH,pipi2,技嘉無極限耶,,06/07 11:26,positive,技嘉
1698,2398,PUSH,whlinton297,今天沖多緯創的會不會尾盤哭哭?,,06/07 11:26,neutral,緯創
1699,2399,PUSH,GivemeApen,abf突然沒人要了？,,06/07 11:26,negative,ABF
1700,2400,ARROW,jalai,現在空緯創還有肉肉吃喔~,,06/07 11:26,positive,空緯創
1701,2401,PUSH,joe2,我佛慈悲  股價飛上西天取經,,06/07 11:26,positive,null
1702,2402,PUSH,jubihu,AI三名門 創意世芯緯創今天就他最廢,,06/07 11:26,negative,null
1703,2403,ARROW,pipi2,ABF南電跟景碩都被看破手腳，剩下猩猩苟延殘喘,,06/07 11:27,negative,ABF南電、景碩、猩猩
1704,2404,ARROW,lepidoptera,飛宏沖仔又被教訓了嗎…,,06/07 11:27,negative,null
1705,2405,PUSH,a633599,2211 說過了 法說 請給尊重 百元列車即將發動,,06/07 11:27,neutral,2211
1706,2406,ARROW,pttstock,連線老輸天天開心 這種場景 似曾相似 :),,06/07 11:27,neutral,null
1707,2407,PUSH,ninedreamer,肉鬆+100% 該賣了嗎QQ,,06/07 11:27,positive,
1708,2408,PUSH,jasontake,穩套怎麼了！！！,,06/07 11:27,negative,null
1709,2409,PUSH,tsai18,半年以前緯創根本沒有人在討論 現在變那麼熱門喔,,06/07 11:27,positive,緯創
1710,2410,PUSH,kingkehor,緯創 嚇甩磨,,06/07 11:27,negative,緯創
1711,2411,PUSH,Lamigirls48,老蘇是不是滿手套牢 嘻嘻,,06/07 11:27,neutral,null
1712,2412,PUSH,f204137,燒垃圾下午法說呢,,06/07 11:28,neutral,null
1713,2413,ARROW,chilagow945,造市商們～量出不來啦！,,06/07 11:28,neutral,null
1714,2414,ARROW,jalai,AI 三劍客: 技嘉 廣達 金像電,,06/07 11:28,neutral,技嘉 廣達 金像電
1715,2415,PUSH,fbtm,一樣是電器電纜，大哥一直跌二哥一直飆...,,06/07 11:28,neutral,null
1716,2416,PUSH,orangesky43,99公公,,06/07 11:28,neutral,null
1717,2417,PUSH,j6569642,旺矽創歷史高！,,06/07 11:28,positive,旺矽
1718,2418,PUSH,cool189,潤泰家族 99光頭王,,06/07 11:28,neutral,潤泰家族
1719,2419,PUSH,a069275235,嘉偉老師2383 台光電漲停板  偉黑又看不見了,,06/07 11:28,negative,2383 台光電
1720,2420,PUSH,g0t24568,嚇甩磨！,,06/07 11:29,negative,null
1721,2421,ARROW,chilagow945,金項鍊買那麼多  是該炒一下不然怎麼出,,06/07 11:29,neutral,null
1722,2422,PUSH,jubihu,三劍客我一隻都沒有 現在追還有魚尾嗎,,06/07 11:29,neutral,null
1723,2423,PUSH,dosiris,878不買緯創了嗎,,06/07 11:29,negative,緯創
1724,2424,PUSH,touchbird,又是大爆噴的一天,,06/07 11:29,positive,Market
1725,2425,ARROW,Leo4891,老蘇ai股做好好的 昨天又把萬海 散裝買回去,,06/07 11:29,positive,萬海散裝(600575)
1726,2426,PUSH,superamd,2211百元？？,,06/07 11:29,neutral,2211
1727,2427,ARROW,fbtm,25漲到69被說死去...,,06/07 11:29,negative,
1728,2428,PUSH,f1023f1023,五月花勃起,,06/07 11:29,neutral,null
1729,2429,PUSH,ak007,大盤快萬七 持股還在萬四的快砍了啦  笑死,,06/07 11:29,negative,Market
1730,2430,PUSH,fakelie,昨天嚇甩磨,,06/07 11:29,negative,null
1731,2431,ARROW,f204137,瞭解公司價值 應該是希望多a點... 光頭王只看一天呢,,06/07 11:29,neutral,null
1732,2432,ARROW,dosiris,一砍就噴 信不信,,06/07 11:30,negative,null
1733,2433,PUSH,rayccccc,鍋貼好吃 99鍋貼,,06/07 11:30,neutral,null
1734,2434,BOO,call5566me,995885,,06/07 11:30,neutral,995885
1735,2435,ARROW,ichitakajoe,台股還在拉AI 伺服器,,06/07 11:30,positive,Market
1736,2436,PUSH,alfi2016,龍鴿 股市天堂看過沒,,06/07 11:30,neutral,null
1737,2437,PUSH,pttstock,丁丁 錢多買來套!,,06/07 11:30,negative,null
1738,2438,PUSH,richardc277,緯創怎麼了,,06/07 11:30,neutral,緯創
1739,2439,ARROW,f204137,外資回心轉意 搞不好就像裕隆 這種噴射漲法... xd,,06/07 11:30,positive,null
1740,2440,PUSH,pisu,完了完了，8zz死亡重鴨加碼三陽,,06/07 11:30,negative,三陽
1741,2441,ARROW,bearss,漲了140%的股票被說死去  可以多死一些沒關係 XDD,,06/07 11:31,negative,
1742,2442,PUSH,lucky360,緯創猛那麼多天 休息一下合理吧,,06/07 11:31,neutral,緯創
1743,2443,PUSH,loveponpon,正二真的賣光光才在噴,,06/07 11:31,negative,正二股票代號
1744,2444,ARROW,pttstock,怪怪 等不到+~老輸連線 :(,,06/07 11:31,negative,null
1745,2445,PUSH,a70327cow,開花乙特 +2882賠爛啊,,06/07 11:31,negative,2882
1746,2446,ARROW,f204137,裕隆3x也是被嫌得一無是處 漲到現在 照樣被嫌,,06/07 11:31,negative,裕隆3x
1747,2447,PUSH,ledmstony,緯創才跌2%就在問怎麼了==,,06/07 11:32,neutral,緯創
1748,2448,PUSH,jubihu,光頭已經躺三個月了 昨天好不容易上37 今天又睡,,06/07 11:32,negative,
1749,2449,ARROW,pttstock,+~老輸是不是在等庭鵑阿!!!,,06/07 11:32,neutral,null
1750,2450,PUSH,jenny416413,緯創最佳買點,,06/07 11:32,positive,緯創
1751,2451,ARROW,leoyuan,可能都跟我一樣套在73吧XD,,06/07 11:32,neutral,null
1752,2452,ARROW,laechan,萬六不買，萬七你才要買嗎,,06/07 11:32,negative,null
1753,2453,ARROW,jalai,AI 二門神: 勤誠 營邦,,06/07 11:32,neutral,勤誠 營邦
1754,2454,ARROW,pttstock,套牢的請往下用力買 左側交易 :),,06/07 11:33,neutral,null
1755,2455,ARROW,f204137,心態急 就放不久啊 股債回升 總有一天會輪到它 蹲,,06/07 11:33,neutral,null
1756,2456,PUSH,smbtomas,99五月花被fj出貨XD,,06/07 11:33,neutral,null
1757,2457,BOO,xperiaxa,正2從四月份一路加碼到禮拜一抱到現在還沒賣,,06/07 11:33,positive,null
1758,2458,PUSH,dosiris,股息不夠高的自然抱不住,,06/07 11:34,negative,null
1759,2459,ARROW,soome,光頭王才跌這麼一點,,06/07 11:34,negative,null
1760,2460,PUSH,kai2573,緯創會跌到哪,,06/07 11:34,negative,緯創
1761,2461,PUSH,jalai,5353 內線買盤來囉,,06/07 11:34,positive,5353
1762,2462,PUSH,fj22,好奇酷澎能威脅富邦媒嗎？好像來勢洶洶,,06/07 11:34,neutral,富邦媒
1763,2463,ARROW,f204137,不知道在急什麼... 國泰3x沒機會撿到 光頭王輕鬆撿,,06/07 11:34,negative,國泰3x
1764,2464,PUSH,clamperni,大單賣賣賣,,06/07 11:34,negative,null
1765,2465,ARROW,laechan,那個誰，消春昨天放空台指好像出一半，早上先被嘎,,06/07 11:34,negative,Market
1766,2466,ARROW,pttstock,天啊~ 50反一一值創低 :(,,06/07 11:34,negative,null
1767,2467,PUSH,Nick0907,金雞幫生蛋~,,06/07 11:34,neutral,null
1768,2468,ARROW,appledick,短線 當沖 趕快滾一滾啦,,06/07 11:35,negative,null
1769,2469,PUSH,GQ072514,平倉,,06/07 11:35,neutral,null
1770,2470,PUSH,bear2008,又躺著數錢了,,06/07 11:35,positive,null
1771,2471,ARROW,jalai,緯創就說會破68啊  大概67左右止穩吧,,06/07 11:35,negative,緯創
1772,2472,PUSH,werty5445,都要萬七了 還沒買的 在等萬八？,,06/07 11:35,neutral,null
1773,2473,PUSH,a70327cow,2308 發車 追起乃335見,,06/07 11:35,neutral,2308
1774,2474,ARROW,bearss,緯創這一波漲勢比較像是中樂透...接下來人走茶涼吧,,06/07 11:35,negative,緯創
1775,2475,PUSH,post91,會不會哪天正2可以漲5%,,06/07 11:36,neutral,null
1776,2476,PUSH,dosiris,應該會再盤個幾天才挑戰萬七,,06/07 11:36,neutral,null
1777,2477,PUSH,nigatsuki,光頭王到底是哪支(,,06/07 11:36,neutral,null
1778,2478,PUSH,pipi2,旺矽好會噴，強勢股下不來啊,,06/07 11:36,positive,旺矽
1779,2479,PUSH,max220,物流車剛有人39一次買100張 直接過39大關,,06/07 11:36,positive,null
1780,2480,PUSH,jenny416413,還有人買長榮海嗎,,06/07 11:36,neutral,長榮海
1781,2481,PUSH,qoo60218,老蘇到底有沒有連線啦？,,06/07 11:36,neutral,null
1782,2482,PUSH,Derricklin21,緯創一個禮拜前才下到過64 現在都還沒67就在死去是,,06/07 11:36,negative,緯創(Wistron NeWeb Corp.)
1783,2483,PUSH,smbtomas,我開始懷念光頭35,,06/07 11:36,neutral,光頭35
1784,2484,ARROW,Derricklin21,怎...XDD,,06/07 11:36,neutral,null
1785,2485,PUSH,pttstock,+~老輸怎麼通告被取消了?? 在忙著安撫會員嗎???,,06/07 11:37,negative,null
1786,2486,PUSH,sssallen,出貨盤,,06/07 11:37,neutral,null
1787,2487,PUSH,kofi8014,這波就是漲散戶不敢買的盤,,06/07 11:37,negative,Market
1788,2488,PUSH,shizukun0103,亞航怎麼又漲停 也太扯,,06/07 11:37,negative,亞航
1789,2489,PUSH,f204137,3x都差不多 4x就會開始懷念3x 5x反而勇於追高,,06/07 11:37,neutral,null
1790,2490,PUSH,alfi2016,佛山無影腳 連環踢,,06/07 11:37,neutral,null
1791,2491,ARROW,dosiris,緯創股東會還沒開 只能暗示這麼多,,06/07 11:37,neutral,緯創股票代號
1792,2492,PUSH,qoo60218,居然是歸零一點零,,06/07 11:37,negative,null
1793,2493,PUSH,chalon,散戶被去年搞到有被害妄想症了吧,,06/07 11:38,negative,null
1794,2494,PUSH,turtle66,日股爆噴,,06/07 11:38,positive,日股
1795,2495,PUSH,Buddy,緯創會跌到這波融資先殺出 還主力融資哩 根本超級廢,,06/07 11:38,negative,緯創
1796,2496,ARROW,bearss,漲到當沖開始進來玩就差不多要開始被割了...,,06/07 11:38,negative,null
1797,2497,PUSH,jubihu,光頭本人最近都沒出現在電視上  難怪有人不知道他誰,,06/07 11:38,neutral,null
1798,2498,PUSH,betrayalme,光頭王是潤泰家族的吧,,06/07 11:38,neutral,null
1799,2499,PUSH,frankie30432,6223不用看了吧 兩位數不買買現在,,06/07 11:38,negative,6223
1800,2500,ARROW,ichitakajoe,緯創破底 崩崩,,06/07 11:38,negative,緯創
1801,2501,PUSH,jalai,3661 內線買進中,,06/07 11:38,positive,3661
1802,2502,ARROW,smbtomas,fj會被笑應該是因為手上沒有技嘉這種吧XD,,06/07 11:38,neutral,null
1803,2503,PUSH,richardc277,光頭王就是潤泰集團的總裁啊,,06/07 11:38,neutral,潤泰集團
1804,2504,PUSH,EvilJustice,沒能耐的乖乖買etf就好,,06/07 11:39,negative,null
1805,2505,PUSH,didder,緯創跳水了...,,06/07 11:39,negative,緯創
1806,2506,PUSH,addy7533967,光頭王應該要學一下徐董，時不時就出來亮相嘴砲,,06/07 11:39,negative,null
1807,2507,PUSH,hellogym,小家電啥小 不會一堆散戶以為他旅遊股吧？,,06/07 11:39,neutral,null
1808,2508,PUSH,BHooo,少年股神橫空出世！！！,,06/07 11:40,positive,null
1809,2509,PUSH,krezev,嘎鼠倫啦,,06/07 11:40,neutral,null
1810,2510,PUSH,fujilingo,方便請問fj對5907的看法嗎？謝謝您,,06/07 11:41,neutral,5907
1811,2511,PUSH,f204137,沒有技嘉 我有吳淡如啊...有沒有發現兩家漲勢類似XD,,06/07 11:41,neutral,null
